base_price,kms_driven,age,power,brand,stroke,milage,length,weight,acceleration,rent
10000,64955,15,150,6,3.64,16,400,2745,16.7,500
25000,65000,12,150,3,3.1,15.5,350,2855,17.6,1250
18000,22824,8,100,5,3.1,15.5,400,2405,14.9,900
14227,36000,15,150,6,3.35,16,351,2830,15.9,711.35
35000,60000,9,220,6,3.35,29,97,3140,13.6,1750
450000,3430,4,750,14,3.12,24.5,151,2795,15.7,22500
139000,21300,4,400,6,3.23,26,97,3410,15.8,6950
80000,7127,5,220,6,3.23,25.5,140,1990,14.9,4000
45000,18742,6,150,3,3.23,30.5,98,2135,16.6,2250
43000,42837,8,150,4,3.39,33.5,98,3245,15.4,2150
55000,27000,9,150,3,3.46,30,97,2990,18.2,2750
11900,34968,14,150,5,3.46,30.5,97,2890,17.3,595
105000,20000,4,350,1,3.86,22,146,3265,18.2,5250
18000,3869,16,100,5,3.86,21.5,121,3360,16.6,900
48000,41939,8,200,6,3.39,21.5,80,3840,15.4,2400
50000,29134,7,220,6,3.46,43.1,90,3725,13.4,2500
25000,48587,8,150,5,3.9,36.1,98,3955,13.2,1250
70000,8000,5,220,6,3.41,32.8,78,3830,15.2,3500
87000,140,3,160,4,3.41,39.4,85,4360,14.9,4350
10000,64955,15,150,6,3.07,36.1,91,4054,14.3,500
25000,65000,12,150,3,3.41,19.9,260,3605,15,1250
18000,22824,8,100,5,3.41,19.4,318,3940,13,900
14227,36000,15,150,6,3.41,20.2,302,1925,14,711.35
35000,60000,9,220,6,3.41,19.2,231,1975,15.2,1750
450000,3430,4,750,14,3.58,20.5,200,1915,14.4,22500
139000,21300,4,400,6,3.58,20.2,200,2670,15,6950
80000,7127,5,220,6,3.58,25.1,140,3530,20.1,4000
45000,18742,6,150,3,3.58,20.5,225,3900,17.4,2250
43000,42837,8,150,4,3.58,19.4,232,3190,24.8,2150
55000,27000,9,150,3,3.58,20.6,231,3420,22.2,2750
11900,34968,14,150,5,3.23,20.8,200,2200,13.2,595
105000,20000,4,350,1,3.23,18.6,225,2150,14.9,5250
18000,3869,16,100,5,4.17,18.1,258,2020,19.2,900
48000,41939,8,200,6,4.17,19.2,305,2130,14.7,2400
50000,29134,7,220,6,2.76,17.7,231,2670,16,2500
25000,48587,8,150,5,3.15,18.1,302,2595,11.3,1250
70000,8000,5,220,6,3.15,17.5,318,2700,12.9,3500
87000,140,3,160,4,3.15,30,98,2556,13.2,4350
10000,64955,15,150,6,3.15,27.5,134,2144,14.7,500
25000,65000,12,150,3,3.15,27.2,119,1968,18.8,1250
18000,22824,8,100,5,3.15,30.9,105,2120,15.5,900
14227,36000,15,150,6,3.15,21.1,134,2019,16.4,711.35
35000,60000,9,220,6,3.89,23.2,156,2678,16.5,1750
450000,3430,4,750,14,3.89,23.8,151,2870,18.1,22500
139000,21300,4,400,6,3.39,23.9,119,3003,20.1,6950
80000,7127,5,220,6,3.39,20.3,131,3381,18.7,4000
23000,20000,6,100,6,3.39,17,163,2188,15.8,1150
32000,22697,7,125,7,3.39,21.6,121,2711,15.5,1600
20000,52000,10,150,3,3.39,16.2,163,2542,17.5,1000
55005,6600,5,220,6,3.39,31.5,89,2434,15,2750.25
87000,16336,7,350,1,3.16,29.5,98,2265,15.2,4350
70000,13858,11,350,1,3.64,21.5,231,2110,17.9,3500
35000,11885,12,125,7,3.64,19.8,200,2800,14.4,1750
196700,13216,4,390,9,3.64,22.3,140,2110,19.2,9835
25000,32588,9,150,6,3.64,20.2,232,2085,21.7,1250
123000,14500,4,250,3,3.64,20.6,225,2335,23.7,6150
95500,18000,8,350,1,3.1,17,305,2950,19.9,4775
32000,12000,6,100,5,3.1,17.6,302,3250,21.8,1600
41000,20245,11,220,6,3.35,16.5,351,1850,13.8,2050
15000,35000,19,100,5,3.35,18.2,318,1835,17.3,750
39000,22000,4,100,5,3.12,16.9,350,2145,18,1950
30000,6639,9,180,0,3.23,15.5,351,1845,15.3,1500
60000,20373,6,220,6,3.23,19.2,267,2910,11.4,3000
15600,84186,16,125,5,3.23,18.5,360,2420,12.5,780
22000,60857,13,150,6,3.39,31.9,89,2500,15.1,1100
45000,18742,6,150,3,3.46,34.1,86,2905,14.3,2250
43000,42837,8,150,4,3.46,35.7,98,2290,17,2150
55000,27000,9,150,3,3.86,27.4,121,2490,15.7,2750
11900,34968,14,150,5,3.86,25.4,183,2635,16.4,595
105000,20000,4,350,1,3.39,23,350,2620,14.4,5250
18000,3869,16,100,5,3.46,27.2,141,2725,12.6,900
48000,41939,8,200,6,3.9,23.9,260,2385,12.9,2400
50000,29134,7,220,6,3.41,34.2,105,1755,16.9,2500
25000,48587,8,150,5,3.41,34.5,105,1875,16.4,1250
70000,8000,5,220,6,3.07,31.8,85,1760,16.1,3500
87000,140,3,160,4,3.41,37.3,91,2065,17.8,4350
10000,64955,15,150,6,3.41,28.4,151,1975,19.4,500
25000,65000,12,150,3,3.41,28.8,173,2050,17.3,1250
18000,22824,8,100,5,3.41,26.8,173,1985,16,900
14227,36000,15,150,6,3.58,33.5,151,2215,14.9,711.35
35000,60000,9,220,6,3.58,41.5,98,2045,16.2,1750
450000,3430,4,750,14,3.58,38.1,89,2380,20.7,22500
139000,21300,4,400,6,3.58,32.1,98,2190,14.2,6950
80000,7127,5,220,6,3.58,37.2,86,2320,15.8,4000
23000,20000,6,100,6,3.58,28,151,2210,14.4,1150
32000,22697,7,125,7,3.23,26.4,140,2350,16.8,1600
20000,52000,10,150,3,3.23,24.3,151,2615,14.8,1000
55005,6600,5,220,6,4.17,19.1,225,2635,18.3,2750.25
87000,16336,7,350,1,4.17,34.3,97,3230,20.4,4350
70000,13858,11,350,1,2.76,29.8,134,3160,19.6,3500
35000,11885,12,125,7,3.15,31.3,120,2900,12.6,1750
196700,13216,4,390,9,3.15,37,119,2930,13.8,9835
25000,32588,9,150,6,3.15,32.2,108,3415,15.8,1250
123000,14500,4,250,3,3.15,46.6,86,3725,19,6150
95500,18000,8,350,1,3.15,27.9,156,3060,17.1,4775
32000,12000,6,100,5,3.15,40.8,85,3465,16.6,1600
41000,20245,11,220,6,3.15,44.3,90,2605,19.6,2050
15000,35000,19,100,5,3.89,43.4,90,2640,18.6,750
39000,22000,4,100,5,3.89,36.4,121,2395,18,1950
30000,6639,9,180,0,3.39,30,146,2575,16.2,1500
60000,20373,6,220,6,3.39,44.6,91,2525,16,3000
15600,84186,16,125,5,3.39,40.9,85,2735,18,780
22000,60857,13,150,6,3.39,33.8,97,2865,16.4,1100
45000,18742,6,150,3,3.39,29.8,89,3035,20.5,2250
43000,42837,8,150,4,3.39,32.7,168,1980,15.3,2150
55000,27000,9,150,3,3.16,23.7,70,2025,18.2,2750
11900,34968,14,150,5,3.64,35,122,1970,17.6,595
105000,20000,4,350,1,3.64,23.6,140,2125,14.7,5250
18000,3869,16,100,5,3.64,32.4,107,2125,17.3,900
48000,41939,8,200,6,3.64,27.2,135,2160,14.5,2400
50000,29134,7,220,6,3.64,26.6,151,2205,14.5,2500
25000,48587,8,150,5,3.1,25.8,156,2245,16.9,1250
70000,8000,5,220,6,3.1,23.5,173,1965,15,3500
87000,140,3,160,4,3.35,30,135,1965,15.7,4350
10000,64955,15,150,6,3.35,39.1,79,1995,16.2,500
25000,65000,12,150,3,3.12,39,86,2945,16.4,1250
18000,22824,8,100,5,3.23,35.1,81,3015,17,900
14227,36000,15,150,6,3.23,32.3,97,2585,14.5,711.35
35000,60000,9,220,6,3.23,37,85,2835,14.7,1750
450000,3430,4,750,14,3.39,37.7,89,2665,13.9,22500
139000,21300,4,400,6,3.46,34.1,91,2370,13,6950
80000,7127,5,220,6,3.46,34.7,105,2950,17.3,4000
45000,18742,6,150,3,3.86,34.4,98,2790,15.6,2250
43000,42837,8,150,4,3.86,29.9,98,2130,24.6,2150
55000,27000,9,150,3,3.39,33,105,2295,11.6,2750
11900,34968,14,150,5,3.46,34.5,100,2625,18.6,595
105000,20000,4,350,1,3.9,33.7,107,2720,19.4,5250
18000,3869,16,100,5,3.41,32.4,108,3504,12,900
48000,41939,8,200,6,3.41,32.9,119,3693,11.5,2400
50000,29134,7,220,6,3.07,31.6,120,3436,11,2500
25000,48587,8,150,5,3.41,28.1,141,3433,12,1250
70000,8000,5,220,6,3.41,30.7,145,3449,10.5,3500
87000,140,3,160,4,3.41,25.4,168,4341,10,4350
10000,64955,15,150,6,3.41,24.2,146,4354,9,500
25000,65000,12,150,3,3.58,22.4,231,4312,8.5,1250
18000,22824,8,100,5,3.58,26.6,350,4425,10,900
14227,36000,15,150,6,3.58,20.2,200,3850,8.5,711.35
35000,60000,9,220,6,3.58,17.6,225,3563,10,1750
450000,3430,4,750,14,3.58,28,112,3609,8,22500
139000,21300,4,400,6,3.58,27,112,3761,9.5,6950
80000,7127,5,220,6,3.23,34,112,3086,10,4000
23000,20000,6,100,6,3.23,31,112,2372,15,1150
32000,22697,7,125,7,4.17,29,135,2833,15.5,1600
20000,52000,10,150,3,4.17,27,151,2774,15.5,1000
55005,6600,5,220,6,2.76,24,140,2587,16,2750.25
87000,16336,7,350,1,3.15,23,151,2130,14.5,4350
70000,13858,11,350,1,3.15,36,105,1835,20.5,3500
35000,11885,12,125,7,3.15,37,91,2672,17.5,1750
196700,13216,4,390,9,3.15,31,91,2430,14.5,9835
25000,32588,9,150,6,3.15,38,105,2375,17.5,1250
123000,14500,4,250,3,3.15,36,98,2234,12.5,6150
95500,18000,8,350,1,3.15,36,120,2648,15,4775
32000,12000,6,100,5,3.89,36,107,4615,14,1600
41000,20245,11,220,6,3.89,34,108,4376,15,2050
15000,35000,19,100,5,3.39,38,91,4382,13.5,750
39000,22000,4,100,5,3.39,32,91,4732,18.5,1950
30000,6639,9,180,0,3.39,38,91,2130,14.5,1500
60000,20373,6,220,6,3.39,25,181,2264,15.5,3000
15600,84186,16,125,5,3.39,38,262,2228,14,780
22000,60857,13,150,6,3.39,26,156,2046,19,1100
23000,20000,6,100,6,3.16,22,232,2634,13,1150
32000,22697,7,125,7,3.64,32,144,3439,15.5,1600
20000,52000,10,150,3,3.64,36,135,3329,15.5,1000
55005,6600,5,220,6,3.64,27,151,3302,15.5,2750.25
87000,16336,7,350,1,3.64,27,140,3288,15.5,4350
70000,13858,11,350,1,3.64,44,97,4209,12,3500
35000,11885,12,125,7,3.1,32,135,4464,11.5,1750
196700,13216,4,390,9,3.1,28,120,4154,13.5,9835
25000,32588,9,150,6,3.35,31,119,4096,13,1250
123000,14500,4,250,3,3.35,18,307,4955,11.5,6150
95500,18000,8,350,1,3.12,15,350,4746,12,4775
32000,12000,6,100,5,3.23,18,318,5140,12,1600
41000,20245,11,220,6,3.23,16,304,2962,13.5,2050
15000,35000,19,100,5,3.23,17,302,2408,19,750
39000,22000,4,100,5,3.39,15,429,3282,15,1950
30000,6639,9,180,0,3.46,14,454,3139,14.5,1500
60000,20373,6,220,6,3.46,14,440,2220,14,3000
15600,84186,16,125,5,3.86,14,455,2123,14,780
22000,60857,13,150,6,3.86,15,390,2074,19.5,1100
23000,20000,6,100,6,3.39,15,383,2065,14.5,1150
32000,22697,7,125,7,3.46,14,340,1773,19,1600
20000,52000,10,150,3,3.9,15,400,1613,18,1000
55005,6600,5,220,6,3.41,14,455,1834,19,2750.25
87000,16336,7,350,1,3.41,24,113,1955,20.5,4350
70000,13858,11,350,1,3.07,22,198,2278,15.5,3500
35000,11885,12,125,7,3.41,18,199,2126,17,1750
196700,13216,4,390,9,3.41,21,200,2254,23.5,9835
25000,32588,9,150,6,3.41,27,97,2408,19.5,1250
123000,14500,4,250,3,3.41,26,97,2226,16.5,6150
95500,18000,8,350,1,3.58,25,110,4274,12,4775
32000,12000,6,100,5,3.58,24,107,4385,12,1600
41000,20245,11,220,6,3.58,25,104,4135,13.5,2050
15000,35000,19,100,5,3.58,26,121,4129,13,750
39000,22000,4,100,5,3.58,21,199,3672,11.5,1950
30000,6639,9,180,0,3.58,10,360,4633,11,1500
60000,20373,6,220,6,3.23,10,307,4502,13.5,3000
15600,84186,16,125,5,3.23,11,318,4456,13.5,780
22000,60857,13,150,6,4.17,9,304,4422,12.5,1100
23000,20000,6,100,6,4.17,27,97,2330,13.5,1150
32000,22697,7,125,7,2.76,28,140,3892,12.5,1600
20000,52000,10,150,3,3.15,25,113,4098,14,1000
55005,6600,5,220,6,3.15,25,98,4294,16,2750.25
87000,16336,7,350,1,3.15,19,232,4077,14,4350
70000,13858,11,350,1,3.15,16,225,2933,14.5,3500
35000,11885,12,125,7,3.15,17,250,2511,18,1750
196700,13216,4,390,9,3.15,19,250,2979,19.5,9835
25000,32588,9,150,6,3.15,18,232,2189,18,1250
123000,14500,4,250,3,3.89,14,350,2395,16,6150
95500,18000,8,350,1,3.89,14,400,2288,17,4775
32000,12000,6,100,5,3.39,14,351,2506,14.5,1600
41000,20245,11,220,6,3.39,14,318,2164,15,2050
15000,35000,19,100,5,3.39,12,383,2100,16.5,750
39000,22000,4,100,5,3.39,13,400,4100,13,1950
30000,6639,9,180,0,3.39,13,400,3672,11.5,1500
60000,20373,6,220,6,3.39,18,258,3988,13,3000
15600,84186,16,125,5,3.16,22,140,4042,14.5,780
22000,60857,13,150,6,3.64,19,250,3777,12.5,1100
23000,20000,6,100,6,3.64,18,250,4952,11.5,1150
32000,22697,7,125,7,3.64,23,122,4464,12,1600
20000,52000,10,150,3,3.64,28,116,4363,13,1000
55005,6600,5,220,6,3.64,30,79,4237,14.5,2750.25
87000,16336,7,350,1,3.1,30,88,4735,11,4350
70000,13858,11,350,1,3.1,31,71,4951,11,3500
35000,11885,12,125,7,3.35,35,72,3821,11,1750
196700,13216,4,390,9,3.35,27,97,3121,16.5,9835
25000,32588,9,150,6,3.12,26,91,3278,18,1250
123000,14500,4,250,3,3.23,24,113,2945,16,6150
95500,18000,8,350,1,3.23,25,97.5,3021,16.5,4775
32000,12000,6,100,5,3.23,23,97,2904,16,1600
41000,20245,11,220,6,3.39,20,140,1950,21,2050
15000,35000,19,100,5,3.46,21,122,4997,14,750
39000,22000,4,100,5,3.46,13,350,4906,12.5,1950
30000,6639,9,180,0,3.86,14,400,4654,13,1500
60000,20373,6,220,6,3.86,15,318,4499,12.5,3000
15600,84186,16,125,5,3.39,14,351,2789,15,780
22000,60857,13,150,6,3.46,17,304,2279,19,1100
23000,20000,6,100,6,3.9,11,429,2401,19.5,1150
32000,22697,7,125,7,3.41,13,350,2379,16.5,1600
20000,52000,10,150,3,3.41,12,350,2124,13.5,1000
55005,6600,5,220,6,3.07,13,400,2310,18.5,2750.25
87000,16336,7,350,1,3.41,19,70,2472,14,4350
70000,13858,11,350,1,3.41,15,304,2265,15.5,3500
35000,11885,12,125,7,3.41,13,307,4082,13,1750
196700,13216,4,390,9,3.41,13,302,4278,9.5,9835
25000,32588,9,150,6,3.58,14,318,1867,19.5,1250
123000,14500,4,250,3,3.58,18,121,2158,15.5,6150
95500,18000,8,350,1,3.58,22,121,2582,14,4775
32000,12000,6,100,5,3.58,21,120,2868,15.5,1600
41000,20245,11,220,6,3.58,26,96,3399,11,2050
15000,35000,19,100,5,3.58,22,122,2660,14,750
39000,22000,4,100,5,3.23,28,97,2807,13.5,1950
30000,6639,9,180,0,3.23,23,120,3664,11,1500
60000,20373,6,220,6,4.17,28,98,3102,16.5,3000
15600,84186,16,125,5,4.17,27,97,2875,17,780
22000,60857,13,150,6,2.76,13,350,2901,16,1100
23000,20000,6,100,6,3.15,14,304,3336,17,1150
32000,22697,7,125,7,3.15,13,350,1950,19,1600
20000,52000,10,150,3,3.15,14,302,2451,16.5,1000
55005,6600,5,220,6,3.15,15,318,1836,21,2750.25
87000,16336,7,350,1,3.15,12,429,2542,17,4350
70000,13858,11,350,1,3.15,13,400,3781,17,3500
35000,11885,12,125,7,3.15,13,351,3632,18,1750
196700,13216,4,390,9,3.89,14,318,3613,16.5,9835
25000,32588,9,150,6,3.89,13,440,4141,14,1250
123000,14500,4,250,3,3.39,12,455,4699,14.5,6150
95500,18000,8,350,1,3.39,13,360,4457,13.5,4775
32000,12000,6,100,5,3.39,18,225,4638,16,1600
41000,20245,11,220,6,3.39,16,250,4257,15.5,2050
15000,35000,19,100,5,3.39,18,232,2219,16.5,750
39000,22000,4,100,5,3.39,18,250,1963,15.5,1950
30000,6639,9,180,0,3.16,23,198,2300,14.5,1500
60000,20373,6,220,6,3.64,26,97,1649,16.5,3000
15600,84186,16,125,5,3.64,11,400,2003,19,780
22000,60857,13,150,6,3.64,12,400,2125,14.5,1100
45000,18742,6,150,3,3.64,13,360,2108,15.5,2250
43000,42837,8,150,4,3.64,12,350,2246,14,2150
55000,27000,9,150,3,3.1,18,232,2489,15,2750
11900,34968,14,150,5,3.1,20,97,2391,15.5,595
105000,20000,4,350,1,3.35,21,140,2000,16,5250
18000,3869,16,100,5,3.35,22,108,3264,16,900
48000,41939,8,200,6,3.12,18,70,3459,16,2400
50000,29134,7,220,6,3.23,19,122,3432,21,2500
25000,48587,8,150,5,3.23,21,155,3158,19.5,1250
70000,8000,5,220,6,3.23,26,98,4668,11.5,3500
87000,140,3,160,4,3.39,15,350,4440,14,4350
10000,64955,15,150,6,3.46,16,400,4498,14.5,500
25000,65000,12,150,3,3.46,29,68,4657,13.5,1250
18000,22824,8,100,5,3.86,24,116,3907,21,900
14227,36000,15,150,6,3.86,20,114,3897,18.5,711.35
35000,60000,9,220,6,3.39,19,121,3730,19,1750
450000,3430,4,750,14,3.46,15,318,3785,19,22500
139000,21300,4,400,6,3.9,24,121,3039,15,6950
80000,7127,5,220,6,3.41,20,156,3221,13.5,4000
45000,18742,6,150,3,3.41,11,350,3169,12,2250
43000,42837,8,150,4,3.07,20,198,2171,16,2150
55000,27000,9,150,3,3.41,21,200,2639,17,2750
11900,34968,14,150,5,3.41,19,232,2914,16,595
105000,20000,4,350,1,3.41,15,250,2592,18.5,5250
18000,3869,16,100,5,3.41,31,79,2702,13.5,900
48000,41939,8,200,6,3.58,26,122,2223,16.5,2400
50000,29134,7,220,6,3.58,32,71,2545,17,2500
25000,48587,8,150,5,3.58,25,140,2984,14.5,1250
70000,8000,5,220,6,3.58,16,250,1937,14,3500
87000,140,3,160,4,3.58,16,258,3211,17,4350
10000,64955,15,150,6,3.58,18,225,2694,15,500
25000,65000,12,150,3,3.23,16,302,2957,17,1250
18000,22824,8,100,5,3.23,13,350,2945,14.5,900
14227,36000,15,150,6,4.17,14,318,2671,13.5,711.35
35000,60000,9,220,6,4.17,14,302,1795,17.5,1750
450000,3430,4,750,14,2.76,14,304,2464,15.5,22500
139000,21300,4,400,6,3.15,29,98,2220,16.9,6950
80000,7127,5,220,6,3.15,26,79,2572,14.9,4000
45000,18742,6,150,3,3.15,26,97,2255,17.7,2250
43000,42837,8,150,4,3.15,31,76,2202,15.3,2150
55000,27000,9,150,3,3.15,32,83,4215,13,2750
11900,34968,14,150,5,3.15,28,90,4190,13,595
105000,20000,4,350,1,3.15,24,90,3962,13.9,5250
18000,3869,16,100,5,3.89,26,116,4215,12.8,900
48000,41939,8,200,6,3.89,24,120,3233,15.4,2400
50000,29134,7,220,6,3.39,26,108,3353,14.5,2500
25000,48587,8,150,5,3.39,31,79,3012,17.6,1250
70000,8000,5,220,6,3.39,19,225,3085,17.6,3500
87000,140,3,160,4,3.39,18,250,2035,22.2,4350
10000,64955,15,150,6,3.39,15,250,2164,22.1,500
25000,65000,12,150,3,3.39,15,250,1937,14.2,1250
18000,22824,8,100,5,3.16,16,400,1795,17.4,900
14227,36000,15,150,6,3.64,15,350,3651,17.7,711.35
35000,60000,9,220,6,3.64,16,318,3574,21,1750
450000,3430,4,750,14,3.64,14,351,3645,16.2,22500
139000,21300,4,400,6,3.64,17,231,3193,17.8,6950
80000,7127,5,220,6,3.64,16,250,1825,12.2,4000
23000,20000,6,100,6,3.1,15,258,1990,17,1150
32000,22697,7,125,7,3.1,18,225,2155,16.4,1600
20000,52000,10,150,3,3.35,21,231,2565,13.6,1000
55005,6600,5,220,6,3.35,20,262,3150,15.7,2750.25
87000,16336,7,350,1,3.12,13,302,3940,13.2,4350
70000,13858,11,350,1,3.23,29,97,3270,21.9,3500
35000,11885,12,125,7,3.23,23,140,2930,15.5,1750
196700,13216,4,390,9,3.23,20,232,3504,12,9835
25000,32588,9,150,6,3.39,23,140,3693,11.5,1250
123000,14500,4,250,3,3.46,24,134,3436,11,6150
95500,18000,8,350,1,3.46,25,90,3433,12,4775
32000,12000,6,100,5,3.86,24,119,3449,10.5,1600
41000,20245,11,220,6,3.86,18,171,4341,10,2050
15000,35000,19,100,5,3.39,29,90,4354,9,750
39000,22000,4,100,5,3.46,19,232,4312,8.5,1950
30000,6639,9,180,0,3.9,23,115,4425,10,1500
60000,20373,6,220,6,3.41,23,120,3850,8.5,3000
15600,84186,16,125,5,3.41,22,121,3563,10,780
22000,60857,13,150,6,3.07,25,121,3609,8,1100
23000,20000,6,100,6,3.41,33,91,3761,9.5,1150
32000,22697,7,125,7,3.41,28,107,3086,10,1600
20000,52000,10,150,3,3.41,25,116,2372,15,1000
55005,6600,5,220,6,3.41,25,140,2833,15.5,2750.25
87000,16336,7,350,1,3.58,26,98,2774,15.5,4350
70000,13858,11,350,1,3.58,27,101,2587,16,3500
35000,11885,12,125,7,3.58,17.5,305,2130,14.5,1750
196700,13216,4,390,9,3.58,16,318,1835,20.5,9835
25000,32588,9,150,6,3.58,15.5,304,2672,17.5,1250
123000,14500,4,250,3,3.58,14.5,351,2430,14.5,6150
95500,18000,8,350,1,3.23,22,225,2375,17.5,4775
32000,12000,6,100,5,3.23,22,250,2234,12.5,1600
41000,20245,11,220,6,4.17,24,200,2648,15,2050
15000,35000,19,100,5,4.17,22.5,232,4615,14,750
39000,22000,4,100,5,2.76,29,85,4376,15,1950
30000,6639,9,180,0,3.15,24.5,98,4382,13.5,1500
60000,20373,6,220,6,3.15,29,90,4732,18.5,3000
15600,84186,16,125,5,3.15,33,91,2130,14.5,780
22000,60857,13,150,6,3.15,20,225,2264,15.5,1100
23000,20000,6,100,6,3.15,18,250,2228,14,1150
32000,22697,7,125,7,3.15,18.5,250,2046,19,1600
20000,52000,10,150,3,3.15,17.5,258,2634,13,1000
55005,6600,5,220,6,3.89,29.5,97,3439,15.5,2750.25
87000,16336,7,350,1,3.89,32,85,3329,15.5,4350
70000,13858,11,350,1,3.39,28,97,3302,15.5,3500
35000,11885,12,125,7,3.39,26.5,140,3288,15.5,1750
196700,13216,4,390,9,3.39,20,130,4209,12,9835
25000,32588,9,150,6,3.39,13,318,4464,11.5,1250
123000,14500,4,250,3,3.39,19,120,4154,13.5,6150
95500,18000,8,350,1,3.39,19,156,4096,13,4775
32000,12000,6,100,5,3.16,16.5,168,4955,11.5,1600
41000,20245,11,220,6,3.64,16.5,350,4746,12,2050
15000,35000,19,100,5,3.64,13,350,5140,12,750
39000,22000,4,100,5,3.64,13,302,2962,13.5,1950
30000,6639,9,180,0,3.64,13,318,2408,19,1500
60000,20373,6,220,6,3.64,31.5,98,3282,15,3000
15600,84186,16,125,5,3.1,30,111,3139,14.5,780
22000,60857,13,150,6,3.1,36,79,2220,14,1100
45000,18742,6,150,3,3.35,25.5,122,2123,14,2250
43000,42837,8,150,4,3.35,33.5,85,2074,19.5,2150
55000,27000,9,150,3,3.12,17.5,305,2065,14.5,2750
11900,34968,14,150,5,3.23,17,260,1773,19,595
105000,20000,4,350,1,3.23,15.5,318,1613,18,5250
18000,3869,16,100,5,3.23,15,302,1834,19,900
48000,41939,8,200,6,3.39,17.5,250,1955,20.5,2400
50000,29134,7,220,6,3.46,20.5,231,2278,15.5,2500
25000,48587,8,150,5,3.46,19,225,2126,17,1250
70000,8000,5,220,6,3.86,18.5,250,2254,23.5,3500
87000,140,3,160,4,3.86,16,400,2408,19.5,4350
10000,64955,15,150,6,3.39,15.5,350,2226,16.5,500
25000,65000,12,150,3,3.46,15.5,400,4274,12,1250
18000,22824,8,100,5,3.9,16,351,4385,12,900
14227,36000,15,150,6,3.41,29,97,4135,13.5,711.35
35000,60000,9,220,6,3.41,24.5,151,4129,13,1750
450000,3430,4,750,14,3.07,26,97,3672,11.5,22500
139000,21300,4,400,6,3.41,25.5,140,4633,11,6950
80000,7127,5,220,6,3.41,30.5,98,4502,13.5,4000
23000,20000,6,100,6,3.41,33.5,98,4456,13.5,1150
32000,22697,7,125,7,3.41,30,97,4422,12.5,1600
20000,52000,10,150,3,3.58,30.5,97,2330,13.5,1000
55005,6600,5,220,6,3.58,22,146,3892,12.5,2750.25
87000,16336,7,350,1,3.58,21.5,121,4098,14,4350
70000,13858,11,350,1,3.58,21.5,80,4294,16,3500
35000,11885,12,125,7,3.58,43.1,90,4077,14,1750
196700,13216,4,390,9,3.58,36.1,98,2933,14.5,9835
25000,32588,9,150,6,3.23,32.8,78,2511,18,1250
123000,14500,4,250,3,3.23,39.4,85,2979,19.5,6150
95500,18000,8,350,1,4.17,36.1,91,2189,18,4775
32000,12000,6,100,5,4.17,19.9,260,2395,16,1600
41000,20245,11,220,6,2.76,19.4,318,2288,17,2050
15000,35000,19,100,5,3.15,20.2,302,2506,14.5,750
39000,22000,4,100,5,3.15,19.2,231,2164,15,1950
30000,6639,9,180,0,3.15,20.5,200,2100,16.5,1500
60000,20373,6,220,6,3.15,20.2,200,4100,13,3000
15600,84186,16,125,5,3.15,25.1,140,3672,11.5,780
22000,60857,13,150,6,3.15,20.5,225,3988,13,1100
23000,20000,6,100,6,3.15,19.4,232,4042,14.5,1150
32000,22697,7,125,7,3.89,20.6,231,3777,12.5,1600
20000,52000,10,150,3,3.89,20.8,200,4952,11.5,1000
55005,6600,5,220,6,3.39,18.6,225,4464,12,2750.25
87000,16336,7,350,1,3.39,18.1,258,4363,13,4350
70000,13858,11,350,1,3.39,19.2,305,4237,14.5,3500
35000,11885,12,125,7,3.39,17.7,231,4735,11,1750
196700,13216,4,390,9,3.39,18.1,302,4951,11,9835
25000,32588,9,150,6,3.39,17.5,318,3821,11,1250
123000,14500,4,250,3,3.16,30,98,3121,16.5,6150
95500,18000,8,350,1,3.64,27.5,134,3278,18,4775
32000,12000,6,100,5,3.64,27.2,119,2945,16,1600
41000,20245,11,220,6,3.64,30.9,105,3021,16.5,2050
15000,35000,19,100,5,3.64,21.1,134,2904,16,750
39000,22000,4,100,5,3.64,23.2,156,1950,21,1950
30000,6639,9,180,0,3.1,23.8,151,4997,14,1500
60000,20373,6,220,6,3.1,23.9,119,4906,12.5,3000
15600,84186,16,125,5,3.35,20.3,131,4654,13,780
22000,60857,13,150,6,3.35,17,163,4499,12.5,1100
45000,18742,6,150,3,3.12,21.6,121,2789,15,2250
43000,42837,8,150,4,3.23,16.2,163,2279,19,2150
55000,27000,9,150,3,3.23,31.5,89,2401,19.5,2750
11900,34968,14,150,5,3.23,29.5,98,2379,16.5,595
105000,20000,4,350,1,3.39,21.5,231,2124,13.5,5250
18000,3869,16,100,5,3.46,19.8,200,2310,18.5,900
48000,41939,8,200,6,3.46,22.3,140,2472,14,2400
50000,29134,7,220,6,3.86,20.2,232,2265,15.5,2500
25000,48587,8,150,5,3.86,20.6,225,4082,13,1250
70000,8000,5,220,6,3.39,17,305,4278,9.5,3500
87000,140,3,160,4,3.46,17.6,302,1867,19.5,4350
10000,64955,15,150,6,3.9,16.5,351,2158,15.5,500
25000,65000,12,150,3,3.41,18.2,318,2582,14,1250
18000,22824,8,100,5,3.41,16.9,350,2868,15.5,900
14227,36000,15,150,6,3.07,15.5,351,3399,11,711.35
35000,60000,9,220,6,3.41,19.2,267,2660,14,1750
450000,3430,4,750,14,3.41,18.5,360,2807,13.5,22500
139000,21300,4,400,6,3.41,31.9,89,3664,11,6950
80000,7127,5,220,6,3.41,34.1,86,3102,16.5,4000
23000,20000,6,100,6,3.58,35.7,98,2875,17,1150
